Unnamed: 0,Bedrooms,Bathrooms,Furnishing,Tennants,Area,Price,Locality,Area_in_Gaj
1130,3 BHK Apartment,1,Semi-Furnished,Bachelors,1580 sqft,30000,rainbow vistas rock gardens hitech city,175.55555555555554
1132,3 BHK Apartment,2,Furnished,Bachelors/Family,1800 sqft,35000,adi emerald kondapur,200.0
1133,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1756 sqft,26000,tulip residency kondapur,195.11111111111111
1134,2 BHK Apartment,1,Furnished,Bachelors/Family,1000 sqft,11000,vasavi nagarkarkhana,111.11111111111111
1135,3 BHK Apartment,2,Furnished,Bachelors/Family,1500 sqft,20000,tarnaka,166.66666666666666
1136,2 BHK Builder Floor,2,Furnished,Family,1050 sqft,15000,pragathi nagar kukatpally,116.66666666666667
1137,3 BHK Apartment,From Nov '19,Family,2,1700 sqft,24000,srinagar colony old malakpet nh,188.88888888888889
1138,2 BHK Apartment,1,Furnished,Bachelors/Family,880 sqft,15000,happy homes colony hyderabad expressway,97.77777777777777
1139,2 BHK Apartment,1 Covered,Bachelors/Family,2,1325 sqft,18000,suchitra circle,147.22222222222223
1140,3 BHK Apartment,Main Road,Semi-Furnished,Bachelors/Family,2500 sqft,25000,srinagar colony old malakpet nh,277.77777777777777
1141,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1250 sqft,23000,ashok nagar himayath nagar,138.88888888888889
1142,3 BHK Apartment,2,Furnished,Family,1800 sqft,32000,aditya dsr lakeside madhava reddy colony gachibowli,200.0
1147,2 BHK Builder Floor,2,Semi-Furnished,Bachelors/Family,1200 sqft,14000,attapur,133.33333333333334
1150,2 BHK Apartment,2,Semi-Furnished,Bachelors,900 sqft,16000,new allapur,100.0
1151,2 BHK Apartment,,Bachelors/Family,2,1200 sqft,15000,punjagutta nh,133.33333333333334
1152,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,850 sqft,26000,mantri celestia gachibowli outer ring road,94.44444444444444
1153,2 BHK Apartment,,Bachelors/Family,2,1100 sqft,14000,chandanagar nh,122.22222222222223
1154,2 BHK Apartment,1,Furnished,Bachelors/Family,1000 sqft,12000,jubilee hills,111.11111111111111
1155,3 BHK Apartment,2,Semi-Furnished,Bachelors,1450 sqft,35000,aditya sunshine hitech city,161.11111111111111
1156,3 BHK Apartment,East,Semi-Furnished,Family,1600 sqft,21000,lakshmi royal castle nallagandla serilingampally,177.77777777777777
1157,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1025 sqft,27000,mantri celestia gachibowli outer ring road,113.88888888888889
1158,2 BHK Apartment,1,Furnished,Bachelors/Family,880 sqft,15000,happy homes colony hyderabad expressway,97.77777777777777
1159,2 BHK Apartment,1,Semi-Furnished,Bachelors/Family,1400 sqft,12000,sun city bandlaguda chevella road,155.55555555555554
1160,2 BHK Apartment,3,Unfurnished,Bachelors/Family,1000 sqft,10000,swathi pooja homes dilsukh nagar nh,111.11111111111111
1161,3 BHK Apartment,1,Unfurnished,Bachelors,1250 sqft,22000,janapriya metropolis moti nagar,138.88888888888889
1162,3 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1868 sqft,30000,indu fortune fields apartments hitech city,207.55555555555554
1163,2 BHK Apartment,1,Semi-Furnished,Bachelors,1200 sqft,20000,lingampallyserilingampally nh,133.33333333333334
1164,3 BHK Apartment,3,Semi-Furnished,Family,1480 sqft,34000,vertex panache gachibowli outer ring road,164.44444444444446
1166,2 BHK Apartment,1,Unfurnished,Family,900 sqft,15000,kphb road,100.0
1168,3 BHK Apartment,1,Unfurnished,Bachelors,1515 sqft,14000,pragathi nagar kukatpally,168.33333333333334
1169,3 BHK Apartment,From Nov '19,Family,3,1500 sqft,16000,habsiguda nh,166.66666666666666
1170,2 BHK Apartment,2,Semi-Furnished,Bachelors/Family,1100 sqft,12000,umas aadya and arha mensions kukatpally nh,122.22222222222223
